query prob stratum label
396 0.020051977461255744 0 0
397 0.03308140383514656 0 0
398 4.743693994784252e-09 0 0
399 7.591210807038492e-06 0 0
400 0.0008375046543970068 0 0
401 0.00016376027728137437 0 0
402 1.2852711501645674e-06 0 0
403 0.18001755487269638 0 0
404 0.00021541151476990006 0 0
405 0.09692989998135339 0 0
406 6.37099544985133e-05 0 0
407 1.544556587669642e-05 0 0
408 8.963716988901104e-08 0 0
409 6.797138172152016e-06 0 0
410 0.00019617190581351705 0 0
411 1.344582770474988e-05 0 0
412 3.1572865668435826e-08 0 0
413 3.466205952745197e-08 0 0
414 0.00027859212247158515 0 0
415 0.004235177677862826 0 0
416 0.0004323284663372038 0 0
417 0.7502432235799376 1 0
418 0.011745215877501648 0 0
419 9.754266580019592e-12 0 0
420 0.004550132641545808 0 0
421 5.778062875768508e-09 0 1
422 0.00017702875728380636 0 0
423 0.0008548232131137006 0 0
424 0.0012070873960169765 0 0
425 1.2192272405037113e-08 0 0
426 0.7487048115413598 1 0
427 0.07133202232412787 0 0
428 0.014801841273004109 0 0
429 0.0037609105847305237 0 0
430 0.005751497320420594 0 0
431 0.00027717061960484614 0 0
432 1.0615778513201653e-07 0 0
433 0.00037414970533786185 0 0
434 0.003951768138200391 0 0
435 0.01958726134636664 0 0
436 0.9793230298696712 1 1
437 0.005802850081441127 0 0
438 0.0017848519327204508 0 0
439 5.85192762783227e-05 0 0
440 0.0186447954888161 0 0
441 0.00025009275805287524 0 0
442 6.406046219862532e-06 0 0
443 0.5293659499474205 1 0
444 0.1823584400640775 0 0
445 0.0010256770689645426 0 0
446 0.3742738681748443 0 0
447 0.9998757769781451 1 1
448 0.0012994352862046796 0 0
449 0.07724853592217185 0 0
450 0.06488193456093691 0 0
451 2.895676756258762e-05 0 0
452 6.231934677703768e-06 0 0
453 0.003244916305435216 0 0
454 4.4457374004280106e-05 0 0
455 0.1580113149393474 0 0
456 2.3651059973856532e-07 0 0
457 0.007658148779118925 0 0
458 0.0009729128023058791 0 0
459 6.222748229700164e-05 0 0
460 3.0566687491342483e-09 0 0
461 0.00039230703282801754 0 0
462 0.0010829010799818697 0 0
463 0.000638284779606225 0 0
464 1.2966680703625476e-05 0 0
465 3.8387378555136764e-08 0 0
466 0.007692539328137143 0 0
467 0.050145247689491634 0 0
468 0.0010362912538907885 0 0
469 0.01852362556036243 0 0
470 2.892249664189202e-07 0 0
471 0.011414582102094131 0 0
472 0.999905622679312 1 1
473 0.00011156066698455217 0 0
474 0.00019625310251465648 0 0
475 1.2456092119166604e-06 0 0
476 1.3434084047757174e-10 0 0
477 0.0009606443691085395 0 0
478 1.9131771224559394e-05 0 0
479 4.177844786515015e-05 0 0
480 8.056073020568305e-07 0 0
481 2.1250269148146547e-06 0 0
482 0.00028931244698540855 0 0
483 1.5399063130919397e-06 0 0
484 7.816417917179366e-09 0 0
485 2.3352189058972508e-07 0 0
486 1.3983533728157176e-07 0 0
487 0.0018167485497737974 0 0
488 8.793450251062842e-05 0 0
489 2.8684158514526895e-06 0 0
490 0.9883884252420756 1 1
491 0.2105604506074797 0 0
492 0.0014402831263916483 0 0
493 0.0014207297122862182 0 0
494 3.851113654008691e-08 0 0
495 0.009718920528147231 0 0
496 0.006594682373256742 0 0
497 7.218394592107171e-09 0 0
498 2.787622883561506e-13 0 0
499 0.0001258609702419412 0 0
500 0.04628562483216134 0 0
501 0.00034384349375674565 0 0
502 0.034022815780520646 0 0
503 2.4798208691985633e-06 0 0
504 0.013461267462982525 0 0
505 0.9982903991067597 1 1
506 3.033743276675741e-05 0 0
507 0.0035499064649779782 0 0
508 1.2993952079350188e-24 0 0
509 0.031004262093566864 0 0
510 0.005015185980060655 0 0
511 2.4604489463857028e-09 0 0
512 0.00023504233113409855 0 0
513 6.727187238929455e-06 0 0
514 0.00021785981992849464 0 0
515 0.8130127940157177 1 1
516 1.2482931404788465e-05 0 0
517 9.528821384469389e-05 0 0
518 0.9820403491344009 1 1
519 7.360704015274306e-05 0 0
520 0.0001050900657028373 0 0
521 0.002333890216702208 0 0
522 1.683740257545622e-06 0 0
523 0.0002195146791419873 0 0
524 0.008985186056737923 0 0
525 2.149972158062301e-06 0 0
526 6.120576825452634e-05 0 0
527 0.014528853873948156 0 0
528 1.1665709726731545e-05 0 0
529 0.003491668805179028 0 0
530 0.0012681883710693883 0 0
531 1.3232969062403817e-19 0 0
532 0.001725635525908564 0 0
533 0.05734904190643845 0 0
534 0.010784713232453318 0 0
535 0.9480599093120392 1 1
536 0.00020846189899635415 0 0
537 0.043889347043911085 0 0
538 0.002827869758188651 0 0
539 0.00942034976644442 0 0
540 0.00027790377240912264 0 0
541 0.009828945675631605 0 0
542 0.00047659714959342493 0 0
543 0.00015896893788801026 0 0
544 0.016697516251077644 0 0
545 0.17735277150284098 0 0
546 0.0008077253296124708 0 0
547 0.004778570681380398 0 0
548 4.824291612604468e-05 0 0
549 2.0735074670296272e-07 0 0
550 0.0018409067246999578 0 0
551 8.463800373328933e-12 0 0
552 0.003828054182471892 0 0
553 0.028638929946606256 0 0
554 0.4752087027358227 0 0
555 0.042509838097917016 0 0
556 2.725861394302187e-05 0 0
557 1.0952887420430075e-05 0 0
558 0.997310390243319 1 1
559 0.003347906861498165 0 0
560 0.0025077750766755785 0 0
561 1.7646468673747382e-08 0 0
562 0.0005385494720953052 0 0
563 0.049846003168857435 0 0
564 0.013924773152052768 0 0
565 0.0008954993784855952 0 0
566 0.015555364635044195 0 0
567 3.18905263586993e-19 0 0
568 1.3532615883031144e-05 0 0
569 0.9718645650318676 1 1
570 0.000105172459455884 0 0
571 2.2740076738244152e-09 0 0
572 0.08677874728832975 0 0
573 1.1338963754800178e-14 0 0
574 0.024118478055361395 0 0
575 5.739824819145132e-07 0 0
576 0.08119816731744531 0 0
577 0.0344637413818311 0 0
578 0.9999728426365142 1 1
579 3.8496165505405896e-07 0 0
580 0.00017346808504478374 0 0
581 1.331878498591352e-07 0 0
582 0.007857360867953302 0 0
583 1.3774468295400152e-14 0 0
584 0.004458136753852187 0 0
585 0.0017826136163787785 0 0
586 0.0003746478528393448 0 0
587 0.012254643703966707 0 0
588 8.719373937476961e-12 0 0
589 1.57689610151866e-07 0 0
590 6.8806164129753675e-09 0 0
591 1.545723751161555e-06 0 0
592 0.00012072104207418926 0 0
593 0.9993530312505616 1 1
594 0.00017696041960021816 0 0
595 0.0044576283269874084 0 0
596 0.0030287448466072087 0 0
597 0.0060067037031592265 0 0
598 0.0015125205869805749 0 0
599 0.0014796864973511278 0 0
600 0.03301892727359706 0 0
601 0.23732350590506582 0 0
602 0.00012855358876656163 0 0
603 0.007813425768776106 0 0
604 0.007935187398038128 0 0
605 5.426965054185172e-05 0 0
606 0.0010112959913692327 0 0
607 0.014257661902713568 0 0
608 0.007671961469669542 0 0
609 7.798123288151622e-05 0 0
610 0.08656873736946592 0 0
611 0.9995781044359122 1 1
612 0.0007230890214040634 0 0
613 6.707167830894839e-05 0 0
614 0.010245622638678153 0 0
615 0.06585443839426873 0 0
616 4.019399918134572e-07 0 0
617 3.845155768759558e-05 0 0
618 0.6405774204836229 1 1
619 0.00247807161554152 0 0
620 0.00013819100936978969 0 0
621 0.8189011806560476 1 0
622 0.11618371724935139 0 0
623 0.007437150737254216 0 0
624 0.016657449197657315 0 0
625 0.00011478460171293371 0 0
626 0.9934520449681831 1 1
627 1.564057433871141e-08 0 0
628 7.010175220935443e-08 0 0
629 0.9862181326241783 1 1
630 7.633642901534335e-08 0 0
631 0.47208637717072605 0 1
632 1.958898208953369e-08 0 0
633 0.17642535163218415 0 0
634 0.06511406483752344 0 0
635 0.003975803651708906 0 0
636 0.00010323392586863093 0 0
637 2.6806526607275503e-06 0 0
638 0.001287775328859408 0 0
639 0.0001980801034041462 0 0
640 0.0006499339752931763 0 0
641 3.9900449197262724e-11 0 0
642 9.352930001256188e-05 0 0
643 2.624412127629252e-05 0 0
644 1.772189460480215e-14 0 0
645 0.9098098445549929 1 1
646 0.9764883591452236 1 1
647 0.298870862915785 0 0
648 1.8105504521144836e-14 0 0
649 0.01632648524073495 0 0
650 7.645320427551936e-07 0 0
651 0.004244247132925389 0 0
652 4.086433211971022e-08 0 0
653 0.0002416823551476694 0 0
654 0.00040864269396502896 0 0
655 1.082683862498871e-08 0 0
656 0.8645761802892136 1 0
657 0.06288089324424834 0 0
658 0.0001743238593544383 0 0
659 0.003269475819987012 0 0
660 0.002185900593349522 0 0
661 3.837923699775396e-07 0 0
662 9.098756030227901e-07 0 0
663 0.000967589990743616 0 0
664 0.0028054891181930144 0 0
665 7.879756108671142e-05 0 0
666 0.00010309919989886497 0 0
667 0.00028432200083398945 0 0
668 0.02265857411451649 0 0
669 0.826920608900925 1 1
670 3.3666258218772573e-06 0 0
671 0.006376002940776019 0 0
672 5.1955998315261115e-08 0 0
673 0.10599669042634734 0 0
674 0.0396796038061369 0 0
675 4.477811023138694e-06 0 0
676 0.043149377869591436 0 0
677 0.002490419904316641 0 0
678 0.005144292168975161 0 0
679 0.002354046640030157 0 0
680 0.0005516855048644245 0 0
681 0.051165619056709695 0 0
682 0.14341969809512067 0 0
683 1.3824097880552463e-06 0 0
684 2.524468208258537e-08 0 0
685 9.811133533670571e-06 0 0
686 0.06538966245612757 0 0
687 4.795656730902809e-05 0 0
688 0.926931097770559 1 1
689 0.003645766976076402 0 0
690 0.026149271457008853 0 0
691 0.0011187517762609668 0 0
692 2.9452822240387138e-05 0 0
693 0.01591671265306865 0 0
694 0.14949073805453272 0 0
695 0.008011948147050396 0 0
696 0.0013883930251345935 0 0
697 0.9999982876804173 1 1
698 1.369198711172364e-10 0 0
699 1.2375734218036674e-05 0 0
700 1.3947549237786605e-06 0 0
701 0.05252217035382024 0 0
702 3.74562162308234e-05 0 0
703 0.007308080293148308 0 0
704 3.630621231064724e-06 0 0
705 0.9880737633332094 1 1
706 0.0945407098087392 0 1
707 0.004670725163028841 0 0
708 4.8299608217902325e-05 0 0
709 2.719484241475308e-05 0 0
710 1.9273440259423113e-13 0 0
711 8.665950339724228e-05 0 0
712 2.056648778259579e-08 0 0
713 9.825062065440191e-05 0 0
714 0.025825934532884322 0 0
715 0.7541768192500744 1 1
716 0.011046083724688145 0 0
717 1.6705757586584988e-15 0 0
718 0.5749130507805181 1 1
719 5.798103488823916e-05 0 0
720 0.030338491456173216 0 0
721 0.9122746272557604 1 1
722 0.8435018915837793 1 1
723 1.2942085988754084e-05 0 0
724 9.75186321130586e-10 0 0
725 0.2570308510658269 0 1
726 0.0007101477249770312 0 0
727 2.4223692139827707e-15 0 0
728 0.00012907150699957877 0 0
729 8.038625959420895e-06 0 0
730 1.4411054688634847e-14 0 0
731 5.67494635922816e-07 0 0
732 0.7996988612988023 1 0
733 0.00012807049578130602 0 0
734 0.011174209852154136 0 0
735 1.1661220633846536e-06 0 0
736 0.0007284726410457218 0 0
737 7.03237974989989e-05 0 0
738 8.978840845181824e-05 0 0
739 0.2976753584943315 0 0
740 3.2601762849561354e-05 0 0
741 0.035531189968934465 0 0
742 0.0017329592001566372 0 0
743 2.849759076339198e-09 0 0
744 0.04177463693733245 0 0
745 6.40279734644101e-05 0 0
746 2.451557867635554e-05 0 0
747 2.5159485039967183e-05 0 0
748 0.168233549370707 0 0
749 0.02647759524590556 0 0
750 1.5428420335854193e-07 0 0
751 0.6826999934400934 1 1
752 9.313430273980176e-06 0 0
753 0.012094490962505486 0 0
754 1.4106711051970544e-09 0 0
755 2.4383268276853564e-06 0 0
756 0.0006209953813764915 0 0
757 0.004638280175190697 0 0
758 0.00010911798154448049 0 0
759 0.0217659131698245 0 0
760 0.0021311884458472315 0 0
761 1.525274418228953e-09 0 0
762 0.9083789370206927 1 1
763 0.005355184578061057 0 0
764 1.6894804068976508e-07 0 0
765 0.014820252062492423 0 0
766 6.885104223121098e-06 0 0
767 0.2532133741497762 0 0
768 5.417077171480194e-08 0 0
769 0.048220800888931756 0 0
770 5.7299679784446185e-06 0 0
771 2.7402016513303365e-07 0 0
772 0.000643902886875416 0 0
773 0.00011820885514258442 0 0
774 9.52974942652637e-05 0 0
775 0.002171998292629018 0 1
776 0.0007086102247522776 0 0
777 4.84629644128884e-08 0 0
778 6.848914069271312e-06 0 0
779 0.0019285909642660817 0 0
780 0.00015946320742650809 0 0
781 0.7415352760284656 1 0
782 0.014253185197272318 0 0
783 0.0020344395687353863 0 0
784 0.020234731963688087 0 0
785 0.10357189926699713 0 0
786 6.362284868729837e-05 0 0
787 3.2239486709545063e-12 0 0
788 6.796767348861114e-12 0 0
789 1.171034955027239e-14 0 0
790 0.001922611937057873 0 0
791 0.9753344655901781 1 1
792 0.00041022189241373205 0 0
793 0.014858302844737763 0 0
794 2.35718324354972e-05 0 0
795 0.00021390268766096146 0 0
796 0.0001610943638960794 0 0
797 0.002963478065775264 0 0
798 6.827991477363536e-05 0 0
799 5.76425702630705e-07 0 0
800 1.9552620617264392e-08 0 0
801 0.0022697460881410847 0 0
802 0.0005050514290018389 0 0
803 0.8329832334514601 1 1
804 4.456569035858945e-05 0 0
805 0.0757215460031713 0 0
806 0.002120623939416255 0 0
807 0.008939446308414152 0 0
808 2.235031618878093e-16 0 0
809 0.0004313706361695657 0 0
810 1.3119006278317838e-08 0 0
811 1.567806760176169e-06 0 0
812 0.011465286543514006 0 0
813 3.1919731277265723e-06 0 0
814 0.0015061348828990509 0 0
815 0.9985688649143633 1 1
816 0.00014827586905864543 0 0
817 0.015404066196755675 0 0
818 3.4774413526742e-06 0 0
819 0.001696319928045191 0 0
820 1.4061551333642163e-06 0 0
821 0.0005046335153434851 0 0
822 3.150686008915828e-05 0 0
823 1.139552674391642e-09 0 0
824 0.8986944868632418 1 1
825 0.07573391554368535 0 0
826 0.0001392976640737529 0 0
827 0.00011268605094168125 0 0
828 0.0007605705278181697 0 0
829 0.0029315003763513603 0 0
830 1.2169061549775369e-05 0 0
831 0.012241712861268388 0 0
832 0.003619646415925488 0 0
833 0.019462147876943465 0 0
834 0.0001911339448680779 0 0
835 2.0014782641017144e-12 0 0
836 0.01321278264988367 0 0
837 0.018926833782894358 0 0
838 1.7586589174517448e-15 0 0
839 0.006414316795463253 0 0
840 0.0027252357094345384 0 0
841 0.17668861219907134 0 0
842 0.001219529505120188 0 0
843 0.0021551825147026905 0 0
844 0.002031563908753417 0 0
845 1.4323671187395608e-10 0 0
846 0.00051547499418093 0 0
847 0.012653785627907853 0 0
848 3.875218801942311e-07 0 0
849 0.0037390863962706495 0 0
850 1.7434248500325359e-07 0 0
851 2.5140406650338205e-13 0 0
852 0.0014518383494799686 0 0
853 0.09664440317264968 0 0
854 0.0009871738389242003 0 0
855 0.0008927475754707772 0 0
856 0.0004121874343479598 0 0
857 0.004282879748471167 0 0
858 0.006270926206172728 0 0
859 0.0026955149956334776 0 0
860 6.330711009076079e-05 0 0
861 0.0001793670981443766 0 0
862 1.9427564420336154e-06 0 0
863 0.08392941781924965 0 0
864 2.3039490161556423e-07 0 0
865 0.00043749927658243197 0 0
866 0.049688013614355646 0 0
867 0.0017779853919114579 0 0
868 0.02968620763391877 0 0
